accession	organism	kingdom	length	tm_helix_start_leq_90
Q14DK4	Mus musculus	Metazoa	801	false
Q3UMR5	Mus musculus	Metazoa	350	false
Q96VH5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	97	true
Q9D0M3	Mus musculus	Metazoa	325	false
Q9FMU6	Arabidopsis thaliana	Plants	375	true
Q9LPS1	Arabidopsis thaliana	Plants	498	true
Q9LVM1	Arabidopsis thaliana	Plants	728	false
Q9VKD7	Drosophila melanogaster	Metazoa	253	true
Q8GUT5	Arabidopsis thaliana	Plants	288	false
F4JYC8	Arabidopsis thaliana	Plants	1706	false
Q0WUY1	Arabidopsis thaliana	Plants	534	false
Q6IS41	Mus musculus	Metazoa	310	true
E9Q784	Mus musculus	Metazoa	1729	false
O44081	Drosophila melanogaster	Metazoa	508	false
P28000	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	142	false
P36049	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	427	false
P37838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	685	false
P38112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	773	false
P38351	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	445	false
P38439	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	464	false
P38779	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	376	false
P38882	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	575	false
P40991	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	618	false
P40992	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	514	false
P46669	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326	false
P47077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	666	false
P53251	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210	false
P53742	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	486	false
P53941	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	290	false
Q02892	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	647	false
Q04217	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1267	false
Q04305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	513	false
Q05022	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1729	false
Q05498	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189	false
Q08235	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291	false
Q08492	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	214	false
Q12024	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	460	false
Q12460	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	504	false
Q3UK78	Mus musculus	Metazoa	256	false
Q4FZD7	Mus musculus	Metazoa	595	false
Q56WH4	Arabidopsis thaliana	Plants	306	false
Q5XF07	Arabidopsis thaliana	Plants	364	false
Q6Q547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	58	false
Q84JE8	Arabidopsis thaliana	Plants	694	false
Q8BK35	Mus musculus	Metazoa	484	false
Q8CD15	Mus musculus	Metazoa	465	false
Q8GYD2	Arabidopsis thaliana	Plants	230	false
Q8H1E7	Arabidopsis thaliana	Plants	754	false
Q8IRH5	Drosophila melanogaster	Metazoa	733	false
Q8L999	Arabidopsis thaliana	Plants	342	false
Q8RWL4	Arabidopsis thaliana	Plants	349	false
Q94AH9	Arabidopsis thaliana	Plants	320	false
Q9ASZ1	Arabidopsis thaliana	Plants	302	false
Q9D0R4	Mus musculus	Metazoa	546	false
Q9FML2	Arabidopsis thaliana	Plants	471	false
Q9LUJ3	Arabidopsis thaliana	Plants	163	false
Q9LXN4	Arabidopsis thaliana	Plants	1024	false
Q9M548	Arabidopsis thaliana	Plants	626	false
Q9S736	Arabidopsis thaliana	Plants	566	false
Q9VIF6	Drosophila melanogaster	Metazoa	507	false
Q9VVK8	Drosophila melanogaster	Metazoa	594	false
P29066	Rattus norvegicus	Metazoa	418	false
P62746	Mus musculus	Metazoa	196	false
Q5EGY4	Rattus norvegicus	Metazoa	198	false
P39962	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	524	false
Q2IBC5	Rattus norvegicus	Metazoa	162	false
Q66WT7	Bos taurus	Metazoa	162	false
P00158	Mus musculus	Metazoa	381	true
P08067	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	215	true
P18239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	318	true
P32839	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	456	true
P36017	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210	false
P38825	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	639	true
P40556	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	373	true
P43023	Mus musculus	Metazoa	97	true
P48772	Mus musculus	Metazoa	70	true
P53259	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346	false
Q02776	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	476	false
Q20748	Caenorhabditis elegans	Metazoa	595	false
Q8IQ70	Drosophila melanogaster	Metazoa	366	false
Q8R4Z9	Rattus norvegicus	Metazoa	741	false
Q99KD6	Mus musculus	Metazoa	113	true
Q9CPX8	Mus musculus	Metazoa	56	true
Q9CR68	Mus musculus	Metazoa	274	false
Q9FUT3	Arabidopsis thaliana	Plants	678	false
Q9M0G9	Arabidopsis thaliana	Plants	680	false
A0A2P1GIW3	Catharanthus roseus	Plants	320	false
P23787	Xenopus laevis	Metazoa	805	false
P33075	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	220	false
P47817	Xenopus laevis	Metazoa	555	false
A0A0B5LB55	Penicillium brevicompactum	Fungi	433	false
P00371	Sus scrofa	Metazoa	347	false
Q93WX6	Arabidopsis thaliana	Plants	463	false
Q388N2	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	472	false
U5NH37	Catharanthus roseus	Plants	482	false
W8JWV8	Catharanthus roseus	Plants	378	false
P56404	Mus musculus	Metazoa	261	true
O88867	Rattus norvegicus	Metazoa	478	false
P00163	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385	true
P00397	Mus musculus	Metazoa	514	true
P00410	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	251	true
P00420	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	269	true
P03911	Mus musculus	Metazoa	459	true
P07255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	59	true
P10175	Bos taurus	Metazoa	70	true
P25573	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417	true
P32897	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222	true
P37299	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	77	true
P40515	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155	false
P56393	Mus musculus	Metazoa	80	true
P70406	Mus musculus	Metazoa	309	true
Q06493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	454	false
Q75Q39	Rattus norvegicus	Metazoa	610	true
Q8R500	Rattus norvegicus	Metazoa	757	false
Q9CPQ1	Mus musculus	Metazoa	76	true
A2RVJ8	Arabidopsis thaliana	Plants	434	false
O22268	Arabidopsis thaliana	Plants	353	false
O44411	Caenorhabditis elegans	Metazoa	681	false
P07703	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	335	false
P10964	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1664	false
P22509	Rattus norvegicus	Metazoa	327	false
P25582	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	841	false
P32495	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156	false
P32529	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125	false
P36009	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	735	false
P36160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344	false
P38805	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	false
P45818	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	564	false
P50106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137	false
P53064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	558	false
P53276	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	713	false
P53734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	629	false
P53743	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316	false
Q05946	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	817	false
Q06078	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	939	false
Q06218	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	594	false
Q06697	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	393	false
Q08096	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367	false
Q12099	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	399	false
Q12136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	610	false
Q5D869	Arabidopsis thaliana	Plants	1976	false
Q67Y93	Arabidopsis thaliana	Plants	191	false
Q6PEH4	Danio rerio	Metazoa	753	false
Q811S9	Rattus norvegicus	Metazoa	538	false
Q8BTQ0	Mus musculus	Metazoa	241	false
Q8CCE9	Mus musculus	Metazoa	783	false
Q8CCI5	Mus musculus	Metazoa	228	false
Q8CI11	Mus musculus	Metazoa	538	false
Q8K202	Mus musculus	Metazoa	482	false
Q8L3P4	Arabidopsis thaliana	Plants	654	false
Q8RWN0	Arabidopsis thaliana	Plants	571	false
Q8VBV4	Mus musculus	Metazoa	710	false
Q91YE5	Mus musculus	Metazoa	1889	false
Q99207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	810	false
Q99PT3	Mus musculus	Metazoa	375	false
Q9D8F1	Mus musculus	Metazoa	300	false
Q9FEF8	Arabidopsis thaliana	Plants	308	false
Q9FN02	Arabidopsis thaliana	Plants	413	false
Q9FVQ1	Arabidopsis thaliana	Plants	557	false
Q9FVW4	Arabidopsis thaliana	Plants	482	false
Q9JKX4	Mus musculus	Metazoa	526	false
Q9LXW7	Arabidopsis thaliana	Plants	1580	false
Q9M8Z5	Arabidopsis thaliana	Plants	582	false
Q9V7P1	Drosophila melanogaster	Metazoa	506	false
Q9W088	Drosophila melanogaster	Metazoa	431	false
Q9ZVW2	Arabidopsis thaliana	Plants	995	false
Q9LX99	Arabidopsis thaliana	Plants	1273	false
O24527	Arabidopsis thaliana	Plants	836	false
O08808	Mus musculus	Metazoa	1255	false
P10676	Drosophila melanogaster	Metazoa	1501	false
P00157	Bos taurus	Metazoa	379	true
P00416	Mus musculus	Metazoa	261	true
P00854	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	259	true
P10174	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	60	true
P12234	Bos taurus	Metazoa	362	true
P17665	Mus musculus	Metazoa	63	true
P18409	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	493	false
P19783	Mus musculus	Metazoa	169	false
P22289	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	66	true
P32799	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	129	true
P33310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	695	false
P38297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	855	false
P39952	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402	false
P40416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	690	false
P50110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327	true
P68530	Bos taurus	Metazoa	227	true
P93834	Arabidopsis thaliana	Plants	502	true
P97521	Rattus norvegicus	Metazoa	301	true
Q01926	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	470	false
Q07914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	168	true
Q9CQ69	Mus musculus	Metazoa	82	true
Q9M1J1	Arabidopsis thaliana	Plants	170	false
Q9ZNT1	Arabidopsis thaliana	Plants	281	true
B1AXD8	Mus musculus	Metazoa	201	false
D3YXK1	Mus musculus	Metazoa	519	false
P27612	Mus musculus	Metazoa	794	false
Q19325	Caenorhabditis elegans	Metazoa	645	false
Q8I8U7	Drosophila melanogaster	Metazoa	3790	false
Q965G5	Caenorhabditis elegans	Metazoa	366	false
Q9VIT0	Drosophila melanogaster	Metazoa	255	false
Q9VLU0	Drosophila melanogaster	Metazoa	90	false
Q9VWF2	Drosophila melanogaster	Metazoa	2006	false
Q9WTK7	Mus musculus	Metazoa	436	false
Q9WTR8	Rattus norvegicus	Metazoa	1696	false
A4L691	Rattus norvegicus	Metazoa	331	false
B2RS91	Mus musculus	Metazoa	656	false
D4A1X2	Rattus norvegicus	Metazoa	885	false
O35286	Mus musculus	Metazoa	795	false
P06700	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	562	false
P08181	Drosophila melanogaster	Metazoa	336	false
P25586	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316	false
P25808	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	606	false
P27476	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414	false
P32892	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	752	false
P35187	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1447	false
P36080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	434	false
P38205	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	684	false
P38911	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	411	false
P38961	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	392	false
P39985	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1022	false
P40362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	594	false
P40498	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	721	false
P53317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	196	false
P53972	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	490	false
P54358	Drosophila melanogaster	Metazoa	1092	false
P89105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1077	false
Q03532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	505	false
Q06631	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	534	false
Q06679	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	776	false
Q07896	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	663	false
Q08208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	459	false
Q12052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	315	false
Q12176	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1025	false
Q12220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	943	false
Q12389	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	995	false
Q12457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	570	false
Q12481	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	300	false
Q12499	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	511	false
Q6PAC3	Mus musculus	Metazoa	445	false
Q84MZ4	Arabidopsis thaliana	Plants	412	false
Q8MT06	Drosophila melanogaster	Metazoa	581	false
Q8VHV7	Rattus norvegicus	Metazoa	449	false
Q8VYZ5	Arabidopsis thaliana	Plants	900	false
Q94CL9	Arabidopsis thaliana	Plants	195	false
Q9C923	Arabidopsis thaliana	Plants	576	false
Q9C9M6	Arabidopsis thaliana	Plants	196	false
Q9D945	Mus musculus	Metazoa	130	false
Q9ERI5	Mus musculus	Metazoa	403	false
Q9SUA1	Arabidopsis thaliana	Plants	763	false
Q9SXQ6	Oryza sativa subsp. japonica	Plants	380	false
Q9Z265	Mus musculus	Metazoa	546	false
Q9FGM0	Arabidopsis thaliana	Plants	806	false
F4IDC2	Arabidopsis thaliana	Plants	1043	false
F4IE66	Arabidopsis thaliana	Plants	717	false
F4IH25	Arabidopsis thaliana	Plants	753	false
F4JW79	Arabidopsis thaliana	Plants	1493	false
O00841	Dictyostelium discoideum	Other	802	false
O13329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566	false
O70133	Mus musculus	Metazoa	1380	false
P15646	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327	false
P20448	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	770	false
P25635	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	923	false
P32899	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183	false
P34247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250	false
P39990	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	126	false
P40693	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322	false
P46962	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323	false
P47006	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	233	false
P47035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1189	false
P47083	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	593	false
P70279	Mus musculus	Metazoa	355	false
Q01080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415	false
Q04500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	899	false
Q05CL8	Mus musculus	Metazoa	570	false
Q06287	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	252	false
Q06344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	628	false
Q06512	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	552	false
Q07623	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	225	false
Q07845	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632	false
Q08747	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	228	false
Q0WNX9	Arabidopsis thaliana	Plants	196	false
Q12149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	733	false
Q12464	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	471	false
Q8GUI6	Arabidopsis thaliana	Plants	954	false
Q8GYJ3	Arabidopsis thaliana	Plants	289	false
Q9CWV6	Mus musculus	Metazoa	186	false
Q9DBY8	Mus musculus	Metazoa	855	false
Q9FVE6	Arabidopsis thaliana	Plants	245	false
Q9JI13	Mus musculus	Metazoa	469	false
Q9Y118	Drosophila melanogaster	Metazoa	431	false
P05375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	206	true
Q04311	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632	false
P21276	Arabidopsis thaliana	Plants	212	false
O17286	Caenorhabditis elegans	Metazoa	403	false
P10771	Caenorhabditis elegans	Metazoa	208	false
P35129	Caenorhabditis elegans	Metazoa	147	false
Q02793	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	397	false
Q06680	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1035	false
Q12267	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1418	false
Q64434	Mus musculus	Metazoa	451	false
Q91WK7	Mus musculus	Metazoa	299	false
Q95QI7	Caenorhabditis elegans	Metazoa	892	false
B5TYT3	Arabidopsis thaliana	Plants	771	true
O35921	Rattus norvegicus	Metazoa	561	true
O54701	Rattus norvegicus	Metazoa	670	true
O70572	Mus musculus	Metazoa	419	false
O88703	Mus musculus	Metazoa	863	false
P11167	Rattus norvegicus	Metazoa	492	true
P15390	Rattus norvegicus	Metazoa	1840	false
P18064	Arabidopsis thaliana	Plants	383	false
P19357	Rattus norvegicus	Metazoa	509	true
P23978	Rattus norvegicus	Metazoa	599	true
P30605	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	584	true
P30729	Rattus norvegicus	Metazoa	387	true
P31646	Rattus norvegicus	Metazoa	602	true
P32037	Mus musculus	Metazoa	493	true
P34980	Rattus norvegicus	Metazoa	365	true
P43006	Mus musculus	Metazoa	572	true
P46014	Arabidopsis thaliana	Plants	581	true
P52500	Rattus norvegicus	Metazoa	384	true
P55018	Rattus norvegicus	Metazoa	1002	false
P59649	Rattus norvegicus	Metazoa	80	true
P63161	Rattus norvegicus	Metazoa	123	true
P70174	Mus musculus	Metazoa	488	true
P70658	Mus musculus	Metazoa	359	true
P70669	Mus musculus	Metazoa	749	true
P97468	Mus musculus	Metazoa	371	true
Q03343	Rattus norvegicus	Metazoa	1166	false
Q09143	Mus musculus	Metazoa	622	true
Q0D9S3	Oryza sativa subsp. japonica	Plants	530	true
Q4VAE3	Mus musculus	Metazoa	234	false
Q54PQ4	Dictyostelium discoideum	Other	605	false
Q5KS41	Arabidopsis thaliana	Plants	486	false
Q5W7F1	Danio rerio	Metazoa	743	true
Q60EC2	Oryza sativa subsp. japonica	Plants	261	true
Q60EW9	Oryza sativa subsp. japonica	Plants	774	false
Q64595	Rattus norvegicus	Metazoa	762	false
Q6NXK7	Mus musculus	Metazoa	797	true
Q708S7	Danio rerio	Metazoa	501	true
Q8BG55	Mus musculus	Metazoa	319	true
Q8BHL4	Mus musculus	Metazoa	356	true
Q8C0T0	Mus musculus	Metazoa	401	true
Q8C147	Mus musculus	Metazoa	2100	false
Q8CFW1	Mus musculus	Metazoa	1002	false
Q8R1S9	Mus musculus	Metazoa	547	false
Q8R4P5	Mus musculus	Metazoa	757	false
Q8VDN2	Mus musculus	Metazoa	1023	false
Q93YN8	Arabidopsis thaliana	Plants	296	false
Q940Y5	Arabidopsis thaliana	Plants	619	true
Q94AH1	Arabidopsis thaliana	Plants	300	true
Q95N27	Bos taurus	Metazoa	568	false
Q96303	Arabidopsis thaliana	Plants	534	true
Q99JY8	Mus musculus	Metazoa	312	true
Q9BMK9	Caenorhabditis elegans	Metazoa	1001	true
Q9D687	Mus musculus	Metazoa	634	true
Q9ER60	Mus musculus	Metazoa	1841	false
Q9ERS0	Rattus norvegicus	Metazoa	405	true
Q9FG61	Arabidopsis thaliana	Plants	448	false
Q9FIL1	Arabidopsis thaliana	Plants	489	false
Q9LHJ9	Arabidopsis thaliana	Plants	385	false
Q9LU77	Arabidopsis thaliana	Plants	647	true
Q9R053	Mus musculus	Metazoa	1765	false
Q9SCY5	Arabidopsis thaliana	Plants	289	false
Q9SMM5	Arabidopsis thaliana	Plants	289	true
Q9JMG3	Mus musculus	Metazoa	245	true
Q62417	Mus musculus	Metazoa	1290	false
Q9FGT8	Arabidopsis thaliana	Plants	186	false
Q7K3L1	Drosophila melanogaster	Metazoa	921	false
Q9WVC3	Mus musculus	Metazoa	162	false
F4J264	Arabidopsis thaliana	Plants	406	false
Q8L7S8	Arabidopsis thaliana	Plants	748	false
Q9FMX0	Arabidopsis thaliana	Plants	263	false
B1AYL1	Mus musculus	Metazoa	1681	false
D3YUJ3	Mus musculus	Metazoa	367	false
D3Z649	Mus musculus	Metazoa	1135	true
E9QDC5	Danio rerio	Metazoa	294	true
F4J0D2	Arabidopsis thaliana	Plants	476	false
F7BWT7	Mus musculus	Metazoa	294	true
O35445	Mus musculus	Metazoa	180	false
O35544	Mus musculus	Metazoa	561	true
O54689	Mus musculus	Metazoa	367	true
O55237	Mus musculus	Metazoa	195	true
O88454	Mus musculus	Metazoa	398	true
O88870	Mus musculus	Metazoa	551	true
O88944	Rattus norvegicus	Metazoa	873	false
P04775	Rattus norvegicus	Metazoa	2005	false
P16283	Mus musculus	Metazoa	1227	false
P18872	Mus musculus	Metazoa	354	false
P19456	Arabidopsis thaliana	Plants	948	true
P20171	Rattus norvegicus	Metazoa	189	false
P26770	Rattus norvegicus	Metazoa	1064	true
P29975	Rattus norvegicus	Metazoa	269	true
P31390	Rattus norvegicus	Metazoa	486	true
P31596	Rattus norvegicus	Metazoa	573	true
P35465	Rattus norvegicus	Metazoa	544	false
P35762	Mus musculus	Metazoa	236	true
P38994	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	779	false
P46101	Rattus norvegicus	Metazoa	859	true
P49573	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	406	false
P50077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2039	false
P54657	Dictyostelium discoideum	Other	213	false
P63144	Rattus norvegicus	Metazoa	401	false
Q00788	Rattus norvegicus	Metazoa	371	true
Q05037	Bos taurus	Metazoa	660	false
Q05A80	Mus musculus	Metazoa	1031	false
Q07800	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	427	false
Q5GH67	Mus musculus	Metazoa	647	false
Q61115	Mus musculus	Metazoa	1434	true
Q63016	Rattus norvegicus	Metazoa	512	true
Q6MG82	Rattus norvegicus	Metazoa	306	false
Q6Q629	Rattus norvegicus	Metazoa	796	true
Q7X8B5	Oryza sativa subsp. japonica	Plants	1088	false
Q80UF9	Mus musculus	Metazoa	577	true
Q80ZC8	Rattus norvegicus	Metazoa	226	true
Q8BFW6	Mus musculus	Metazoa	529	true
Q8BUW1	Mus musculus	Metazoa	535	true
Q8CG09	Rattus norvegicus	Metazoa	1532	true
Q8H8V7	Oryza sativa subsp. japonica	Plants	787	false
Q8K1Z6	Mus musculus	Metazoa	331	true
Q8VDZ4	Mus musculus	Metazoa	715	true
Q8VGS3	Mus musculus	Metazoa	310	true
Q8VZU2	Arabidopsis thaliana	Plants	304	false
Q9C6B8	Arabidopsis thaliana	Plants	622	true
Q9C7S5	Arabidopsis thaliana	Plants	1095	true
Q9CX92	Mus musculus	Metazoa	205	true
Q9FJW3	Arabidopsis thaliana	Plants	82	true
Q9FKP4	Arabidopsis thaliana	Plants	1264	false
Q9JJV9	Mus musculus	Metazoa	2019	false
Q9JM15	Rattus norvegicus	Metazoa	485	true
Q9LS26	Arabidopsis thaliana	Plants	489	false
Q9LZF8	Arabidopsis thaliana	Plants	420	false
Q9SZR9	Arabidopsis thaliana	Plants	638	false
Q9VB46	Drosophila melanogaster	Metazoa	579	true
Q9WUD2	Rattus norvegicus	Metazoa	761	false
Q9Z351	Mus musculus	Metazoa	759	false
A4FVP2	Arabidopsis thaliana	Plants	565	false
Q9LU64	Arabidopsis thaliana	Plants	305	false
O48528	Arabidopsis thaliana	Plants	159	true
D3ZUQ0	Rattus norvegicus	Metazoa	406	false
Q9FPR3	Arabidopsis thaliana	Plants	933	false
O82663	Arabidopsis thaliana	Plants	634	false
P09605	Rattus norvegicus	Metazoa	419	false
P16622	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	393	false
P32795	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	747	false
P40961	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	287	false
P53140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	646	false
